fare_id,price,currency_type,payment_method,transfers,transfer_duration
1066,5.05,USD,1,,
1067,4.80,USD,1,,
1068,4.30,USD,1,,
1069,2.55,USD,1,,
1070,2.55,USD,1,,
1071,2.55,USD,1,,
1072,7.55,USD,1,,
1073,2.55,USD,1,,
1074,4.40,USD,1,,
1075,5.90,USD,1,,
1076,8.85,USD,1,,
1077,8.15,USD,1,,
1078,8.25,USD,1,,
1079,7.90,USD,1,,
1080,7.35,USD,1,,
1081,7.15,USD,1,,
1082,6.70,USD,1,,
1083,6.20,USD,1,,
1084,5.50,USD,1,,
1085,5.50,USD,1,,
1086,7.65,USD,1,,
1087,7.65,USD,1,,
1088,7.65,USD,1,,
1089,7.65,USD,1,,
1090,7.75,USD,1,,
1091,7.85,USD,1,,
1092,8.05,USD,1,,
1093,8.10,USD,1,,
1094,8.30,USD,1,,
1095,12.70,USD,1,,
1096,2.55,USD,1,,
1097,4.65,USD,1,,
1098,5.00,USD,1,,
1099,9.05,USD,1,,
1100,9.90,USD,1,,
1101,8.95,USD,1,,
1102,9.30,USD,1,,
1103,15.40,USD,1,,
1104,9.70,USD,1,,
1105,6.15,USD,1,,
1106,7.05,USD,1,,
1107,6.80,USD,1,,
1108,6.55,USD,1,,
1109,6.30,USD,1,,
1110,6.25,USD,1,,
1111,6.10,USD,1,,
1112,5.95,USD,1,,
1113,5.85,USD,1,,
1114,5.85,USD,1,,
1115,5.85,USD,1,,
1116,5.50,USD,1,,
1117,5.25,USD,1,,
1118,4.85,USD,1,,
1119,2.55,USD,1,,
1120,2.55,USD,1,,
1121,2.55,USD,1,,
1122,2.55,USD,1,,
1123,7.55,USD,1,,
1124,4.90,USD,1,,
1125,6.35,USD,1,,
1126,9.30,USD,1,,
1127,8.60,USD,1,,
1128,8.70,USD,1,,
1129,8.35,USD,1,,
1130,7.80,USD,1,,
1131,7.60,USD,1,,
1132,7.10,USD,1,,
1133,6.65,USD,1,,
1134,5.95,USD,1,,
1135,5.95,USD,1,,
1136,8.10,USD,1,,
1137,8.10,USD,1,,
1138,8.10,USD,1,,
1139,8.10,USD,1,,
1140,8.20,USD,1,,
1141,8.25,USD,1,,
1142,8.45,USD,1,,
1143,8.55,USD,1,,
1144,8.70,USD,1,,
1145,13.15,USD,1,,
1146,2.55,USD,1,,
1147,4.05,USD,1,,
1148,4.55,USD,1,,
1149,9.50,USD,1,,
1150,10.30,USD,1,,
1151,7.45,USD,1,,
1152,7.80,USD,1,,
1153,13.90,USD,1,,
1154,8.25,USD,1,,
1155,2.55,USD,1,,
1156,5.55,USD,1,,
1157,5.30,USD,1,,
1158,5.05,USD,1,,
1159,4.80,USD,1,,
1160,4.75,USD,1,,
1161,4.65,USD,1,,
1162,4.45,USD,1,,
1163,4.35,USD,1,,
1164,4.35,USD,1,,
1165,4.35,USD,1,,
1166,3.75,USD,1,,
1167,3.35,USD,1,,
1168,2.55,USD,1,,
1169,2.55,USD,1,,
1170,2.55,USD,1,,
1171,3.45,USD,1,,
1172,4.40,USD,1,,
1173,4.90,USD,1,,
1174,7.55,USD,1,,
1175,2.55,USD,1,,
1176,7.80,USD,1,,
1177,7.10,USD,1,,
1178,7.20,USD,1,,
1179,6.85,USD,1,,
1180,6.30,USD,1,,
1181,6.10,USD,1,,
1182,5.65,USD,1,,
1183,5.15,USD,1,,
1184,4.45,USD,1,,
1185,4.50,USD,1,,
1186,6.65,USD,1,,
1187,6.65,USD,1,,
1188,6.65,USD,1,,
1189,6.65,USD,1,,
1190,6.70,USD,1,,
1191,6.80,USD,1,,
1192,7.00,USD,1,,
1193,7.10,USD,1,,
1194,7.25,USD,1,,
1195,11.30,USD,1,,
1196,5.45,USD,1,,
1197,6.40,USD,1,,
1198,6.75,USD,1,,
1199,8.00,USD,1,,
1200,8.85,USD,1,,
1201,8.90,USD,1,,
1202,9.25,USD,1,,
1203,15.35,USD,1,,
1204,9.70,USD,1,,
1205,2.55,USD,1,,
1206,7.00,USD,1,,
1207,6.75,USD,1,,
1208,6.50,USD,1,,
1209,6.25,USD,1,,
1210,6.20,USD,1,,
1211,6.10,USD,1,,
1212,5.90,USD,1,,
1213,5.80,USD,1,,
1214,5.80,USD,1,,
1215,5.80,USD,1,,
1216,5.45,USD,1,,
1217,5.20,USD,1,,
1218,4.80,USD,1,,
1219,2.55,USD,1,,
1220,4.90,USD,1,,
1221,5.25,USD,1,,
1222,5.90,USD,1,,
1223,6.35,USD,1,,
1224,2.55,USD,1,,
1225,7.55,USD,1,,
1226,9.25,USD,1,,
1227,8.55,USD,1,,
1228,8.65,USD,1,,
1229,8.30,USD,1,,
1230,7.75,USD,1,,
1231,7.55,USD,1,,
1232,7.10,USD,1,,
1233,6.60,USD,1,,
1234,5.90,USD,1,,
1235,5.95,USD,1,,
1236,8.10,USD,1,,
1237,8.10,USD,1,,
1238,8.10,USD,1,,
1239,8.10,USD,1,,
1240,8.20,USD,1,,
1241,8.25,USD,1,,
1242,8.45,USD,1,,
1243,8.55,USD,1,,
1244,8.70,USD,1,,
1245,13.15,USD,1,,
1246,6.95,USD,1,,
1247,7.90,USD,1,,
1248,8.20,USD,1,,
1249,9.45,USD,1,,
1250,10.30,USD,1,,
1251,9.45,USD,1,,
1252,9.80,USD,1,,
1253,15.90,USD,1,,
1254,10.25,USD,1,,
1255,9.05,USD,1,,
1256,7.10,USD,1,,
1257,6.80,USD,1,,
1258,6.60,USD,1,,
1259,6.35,USD,1,,
1260,6.30,USD,1,,
1261,6.25,USD,1,,
1262,6.25,USD,1,,
1263,6.30,USD,1,,
1264,6.30,USD,1,,
1265,6.30,USD,1,,
1266,6.50,USD,1,,
1267,6.75,USD,1,,
1268,7.10,USD,1,,
1269,7.45,USD,1,,
1270,7.80,USD,1,,
1271,8.20,USD,1,,
1272,8.85,USD,1,,
1273,9.30,USD,1,,
1274,7.80,USD,1,,
1275,9.25,USD,1,,
1276,7.55,USD,1,,
1277,2.55,USD,1,,
1278,9.20,USD,1,,
1279,2.55,USD,1,,
1280,2.55,USD,1,,
1281,2.55,USD,1,,
1282,4.85,USD,1,,
1283,5.35,USD,1,,
1284,6.05,USD,1,,
1285,6.45,USD,1,,
1286,8.60,USD,1,,
1287,8.60,USD,1,,
1288,8.60,USD,1,,
1289,8.60,USD,1,,
1290,8.70,USD,1,,
1291,8.80,USD,1,,
1292,9.00,USD,1,,
1293,9.10,USD,1,,
1294,9.25,USD,1,,
1295,14.65,USD,1,,
1296,9.85,USD,1,,
1297,10.80,USD,1,,
1298,11.10,USD,1,,
1299,2.55,USD,1,,
1300,2.55,USD,1,,
1301,8.80,USD,1,,
1302,9.10,USD,1,,
1303,15.20,USD,1,,
1304,9.55,USD,1,,
1305,8.35,USD,1,,
1306,6.40,USD,1,,
1307,6.15,USD,1,,
1308,5.95,USD,1,,
1309,5.70,USD,1,,
1310,5.60,USD,1,,
1311,5.55,USD,1,,
1312,5.55,USD,1,,
1313,5.60,USD,1,,
1314,5.60,USD,1,,
1315,5.60,USD,1,,
1316,5.80,USD,1,,
1317,6.05,USD,1,,
1318,6.45,USD,1,,
1319,6.75,USD,1,,
1320,7.10,USD,1,,
1321,7.50,USD,1,,
1322,8.15,USD,1,,
1323,8.60,USD,1,,
1324,7.10,USD,1,,
1325,8.55,USD,1,,
1326,2.55,USD,1,,
1327,7.55,USD,1,,
1328,8.55,USD,1,,
1329,2.55,USD,1,,
1330,2.55,USD,1,,
1331,2.55,USD,1,,
1332,4.00,USD,1,,
1333,4.65,USD,1,,
1334,5.40,USD,1,,
1335,5.75,USD,1,,
1336,7.95,USD,1,,
1337,7.95,USD,1,,
1338,7.95,USD,1,,
1339,7.95,USD,1,,
1340,8.05,USD,1,,
1341,8.10,USD,1,,
1342,8.30,USD,1,,
1343,8.40,USD,1,,
1344,8.55,USD,1,,
1345,14.00,USD,1,,
1346,9.15,USD,1,,
1347,10.10,USD,1,,
1348,10.45,USD,1,,
1349,2.55,USD,1,,
1350,4.45,USD,1,,
1351,4.25,USD,1,,
1352,4.25,USD,1,,
1353,10.50,USD,1,,
1354,4.90,USD,1,,
1355,8.45,USD,1,,
1356,6.75,USD,1,,
1357,6.45,USD,1,,
1358,6.25,USD,1,,
1359,6.00,USD,1,,
1360,5.95,USD,1,,
1361,5.80,USD,1,,
1362,5.65,USD,1,,
1363,5.55,USD,1,,
1364,5.55,USD,1,,
1365,5.55,USD,1,,
1366,5.90,USD,1,,
1367,6.15,USD,1,,
1368,6.55,USD,1,,
1369,6.85,USD,1,,
1370,7.20,USD,1,,
1371,7.60,USD,1,,
1372,8.25,USD,1,,
1373,8.70,USD,1,,
1374,7.20,USD,1,,
1375,8.65,USD,1,,
1376,9.20,USD,1,,
1377,8.55,USD,1,,
1378,7.55,USD,1,,
1379,8.25,USD,1,,
1380,7.75,USD,1,,
1381,7.55,USD,1,,
1382,7.05,USD,1,,
1383,6.55,USD,1,,
1384,5.85,USD,1,,
1385,5.40,USD,1,,
1386,4.75,USD,1,,
1387,4.75,USD,1,,
1388,4.75,USD,1,,
1389,4.75,USD,1,,
1390,4.55,USD,1,,
1391,4.40,USD,1,,
1392,4.25,USD,1,,
1393,4.25,USD,1,,
1394,4.25,USD,1,,
1395,14.10,USD,1,,
1396,9.25,USD,1,,
1397,10.20,USD,1,,
1398,10.55,USD,1,,
1399,9.40,USD,1,,
1400,10.25,USD,1,,
1401,8.50,USD,1,,
1402,8.85,USD,1,,
1403,14.95,USD,1,,
1404,9.30,USD,1,,
1405,8.10,USD,1,,
1406,6.15,USD,1,,
1407,5.90,USD,1,,
1408,5.65,USD,1,,
1409,5.40,USD,1,,
1410,5.35,USD,1,,
1411,5.30,USD,1,,
1412,5.30,USD,1,,
1413,5.35,USD,1,,
1414,5.35,USD,1,,
1415,5.35,USD,1,,
1416,5.55,USD,1,,
1417,5.80,USD,1,,
1418,6.15,USD,1,,
1419,6.50,USD,1,,
1420,6.85,USD,1,,
1421,7.25,USD,1,,
1422,7.90,USD,1,,
1423,8.35,USD,1,,
1424,6.85,USD,1,,
1425,8.30,USD,1,,
1426,2.55,USD,1,,
1427,2.55,USD,1,,
1428,8.25,USD,1,,
1429,7.55,USD,1,,
1430,2.55,USD,1,,
1431,2.55,USD,1,,
1432,2.55,USD,1,,
1433,2.55,USD,1,,
1434,5.10,USD,1,,
1435,5.50,USD,1,,
1436,7.70,USD,1,,
1437,7.70,USD,1,,
1438,7.70,USD,1,,
1439,7.70,USD,1,,
1440,7.80,USD,1,,
1441,7.85,USD,1,,
1442,8.05,USD,1,,
1443,8.15,USD,1,,
1444,8.30,USD,1,,
1445,13.70,USD,1,,
1446,8.90,USD,1,,
1447,9.85,USD,1,,
1448,10.20,USD,1,,
1449,2.55,USD,1,,
1450,4.70,USD,1,,
1451,7.95,USD,1,,
1452,8.30,USD,1,,
1453,14.40,USD,1,,
1454,8.75,USD,1,,
1455,7.55,USD,1,,
1456,5.60,USD,1,,
1457,5.35,USD,1,,
1458,5.15,USD,1,,
1459,4.90,USD,1,,
1460,4.80,USD,1,,
1461,4.75,USD,1,,
1462,4.75,USD,1,,
1463,4.80,USD,1,,
1464,4.80,USD,1,,
1465,4.80,USD,1,,
1466,5.00,USD,1,,
1467,5.25,USD,1,,
1468,5.65,USD,1,,
1469,5.95,USD,1,,
1470,6.30,USD,1,,
1471,6.70,USD,1,,
1472,7.35,USD,1,,
1473,7.80,USD,1,,
1474,6.30,USD,1,,
1475,7.75,USD,1,,
1476,2.55,USD,1,,
1477,2.55,USD,1,,
1478,7.75,USD,1,,
1479,2.55,USD,1,,
1480,7.55,USD,1,,
1481,2.55,USD,1,,
1482,2.55,USD,1,,
1483,2.55,USD,1,,
1484,4.55,USD,1,,
1485,5.00,USD,1,,
1486,7.15,USD,1,,
1487,7.15,USD,1,,
1488,7.15,USD,1,,
1489,7.15,USD,1,,
1490,7.25,USD,1,,
1491,7.30,USD,1,,
1492,7.50,USD,1,,
1493,7.60,USD,1,,
1494,7.75,USD,1,,
1495,13.20,USD,1,,
1496,8.35,USD,1,,
1497,9.30,USD,1,,
1498,9.65,USD,1,,
1499,4.40,USD,1,,
1500,5.20,USD,1,,
1501,7.80,USD,1,,
1502,8.10,USD,1,,
1503,14.20,USD,1,,
1504,8.55,USD,1,,
1505,7.35,USD,1,,
1506,5.40,USD,1,,
1507,5.15,USD,1,,
1508,4.95,USD,1,,
1509,4.70,USD,1,,
1510,4.60,USD,1,,
1511,4.50,USD,1,,
1512,4.50,USD,1,,
1513,4.60,USD,1,,
1514,4.60,USD,1,,
1515,4.60,USD,1,,
1516,4.80,USD,1,,
1517,5.05,USD,1,,
1518,5.45,USD,1,,
1519,5.75,USD,1,,
1520,6.15,USD,1,,
1521,6.50,USD,1,,
1522,7.15,USD,1,,
1523,7.60,USD,1,,
1524,6.10,USD,1,,
1525,7.55,USD,1,,
1526,2.55,USD,1,,
1527,2.55,USD,1,,
1528,7.55,USD,1,,
1529,2.55,USD,1,,
1530,2.55,USD,1,,
1531,7.55,USD,1,,
1532,2.55,USD,1,,
1533,2.55,USD,1,,
1534,4.25,USD,1,,
1535,4.75,USD,1,,
1536,6.95,USD,1,,
1537,6.95,USD,1,,
1538,6.95,USD,1,,
1539,6.95,USD,1,,
1540,7.05,USD,1,,
1541,7.10,USD,1,,
1542,7.30,USD,1,,
1543,7.40,USD,1,,
1544,7.55,USD,1,,
1545,13.00,USD,1,,
1546,8.15,USD,1,,
1547,9.10,USD,1,,
1548,9.45,USD,1,,
1549,4.60,USD,1,,
1550,5.40,USD,1,,
1551,7.30,USD,1,,
1552,7.65,USD,1,,
1553,13.75,USD,1,,
1554,8.10,USD,1,,
1555,6.90,USD,1,,
1556,4.95,USD,1,,
1557,4.70,USD,1,,
1558,4.45,USD,1,,
1559,4.20,USD,1,,
1560,4.10,USD,1,,
1561,3.85,USD,1,,
1562,3.80,USD,1,,
1563,4.00,USD,1,,
1564,4.00,USD,1,,
1565,4.00,USD,1,,
1566,4.30,USD,1,,
1567,4.60,USD,1,,
1568,5.00,USD,1,,
1569,5.25,USD,1,,
1570,5.65,USD,1,,
1571,6.05,USD,1,,
1572,6.70,USD,1,,
1573,7.10,USD,1,,
1574,5.65,USD,1,,
1575,7.10,USD,1,,
1576,4.85,USD,1,,
1577,4.00,USD,1,,
1578,7.05,USD,1,,
1579,2.55,USD,1,,
1580,2.55,USD,1,,
1581,2.55,USD,1,,
1582,7.55,USD,1,,
1583,2.55,USD,1,,
1584,3.50,USD,1,,
1585,4.30,USD,1,,
1586,6.50,USD,1,,
1587,6.50,USD,1,,
1588,6.50,USD,1,,
1589,6.50,USD,1,,
1590,6.55,USD,1,,
1591,6.65,USD,1,,
1592,6.85,USD,1,,
1593,6.90,USD,1,,
1594,7.10,USD,1,,
1595,12.50,USD,1,,
1596,7.70,USD,1,,
1597,8.65,USD,1,,
1598,8.95,USD,1,,
1599,5.05,USD,1,,
1600,5.90,USD,1,,
1601,6.80,USD,1,,
1602,7.15,USD,1,,
1603,13.25,USD,1,,
1604,7.60,USD,1,,
1605,6.40,USD,1,,
1606,4.45,USD,1,,
1607,4.20,USD,1,,
1608,3.85,USD,1,,
1609,3.45,USD,1,,
1610,3.25,USD,1,,
1611,3.05,USD,1,,
1612,2.55,USD,1,,
1613,3.20,USD,1,,
1614,3.20,USD,1,,
1615,3.20,USD,1,,
1616,3.60,USD,1,,
1617,4.05,USD,1,,
1618,4.45,USD,1,,
1619,4.80,USD,1,,
1620,5.15,USD,1,,
1621,5.55,USD,1,,
1622,6.20,USD,1,,
1623,6.65,USD,1,,
1624,5.15,USD,1,,
1625,6.60,USD,1,,
1626,5.35,USD,1,,
1627,4.65,USD,1,,
1628,6.55,USD,1,,
1629,2.55,USD,1,,
1630,2.55,USD,1,,
1631,2.55,USD,1,,
1632,2.55,USD,1,,
1633,7.55,USD,1,,
1634,2.55,USD,1,,
1635,3.50,USD,1,,
1636,5.95,USD,1,,
1637,5.95,USD,1,,
1638,5.95,USD,1,,
1639,5.95,USD,1,,
1640,6.05,USD,1,,
1641,6.15,USD,1,,
1642,6.30,USD,1,,
1643,6.40,USD,1,,
1644,6.60,USD,1,,
1645,12.00,USD,1,,
1646,7.20,USD,1,,
1647,8.15,USD,1,,
1648,8.45,USD,1,,
1649,5.55,USD,1,,
1650,6.40,USD,1,,
1651,6.10,USD,1,,
1652,6.40,USD,1,,
1653,12.55,USD,1,,
1654,6.85,USD,1,,
1655,5.70,USD,1,,
1656,3.55,USD,1,,
1657,3.15,USD,1,,
1658,2.80,USD,1,,
1659,2.55,USD,1,,
1660,2.55,USD,1,,
1661,2.55,USD,1,,
1662,2.55,USD,1,,
1663,2.55,USD,1,,
1664,2.55,USD,1,,
1665,2.55,USD,1,,
1666,2.60,USD,1,,
1667,3.00,USD,1,,
1668,3.60,USD,1,,
1669,4.05,USD,1,,
1670,4.50,USD,1,,
1671,4.85,USD,1,,
1672,5.50,USD,1,,
1673,5.95,USD,1,,
1674,4.45,USD,1,,
1675,5.90,USD,1,,
1676,6.05,USD,1,,
1677,5.40,USD,1,,
1678,5.85,USD,1,,
1679,5.10,USD,1,,
1680,4.55,USD,1,,
1681,4.25,USD,1,,
1682,3.50,USD,1,,
1683,2.55,USD,1,,
1684,7.55,USD,1,,
1685,2.55,USD,1,,
1686,5.10,USD,1,,
1687,5.10,USD,1,,
1688,5.10,USD,1,,
1689,5.10,USD,1,,
1690,5.30,USD,1,,
1691,5.40,USD,1,,
1692,5.60,USD,1,,
1693,5.70,USD,1,,
1694,5.85,USD,1,,
1695,10.95,USD,1,,
1696,6.50,USD,1,,
1697,7.45,USD,1,,
1698,7.80,USD,1,,
1699,6.25,USD,1,,
1700,7.10,USD,1,,
1701,5.65,USD,1,,
1702,6.00,USD,1,,
1703,12.10,USD,1,,
1704,6.45,USD,1,,
1705,5.70,USD,1,,
1706,4.00,USD,1,,
1707,3.55,USD,1,,
1708,3.20,USD,1,,
1709,2.80,USD,1,,
1710,2.65,USD,1,,
1711,2.55,USD,1,,
1712,2.55,USD,1,,
1713,2.55,USD,1,,
1714,2.55,USD,1,,
1715,2.55,USD,1,,
1716,2.55,USD,1,,
1717,2.85,USD,1,,
1718,3.50,USD,1,,
1719,4.00,USD,1,,
1720,4.45,USD,1,,
1721,4.85,USD,1,,
1722,5.50,USD,1,,
1723,5.95,USD,1,,
1724,4.50,USD,1,,
1725,5.95,USD,1,,
1726,6.45,USD,1,,
1727,5.75,USD,1,,
1728,5.40,USD,1,,
1729,5.50,USD,1,,
1730,5.00,USD,1,,
1731,4.75,USD,1,,
1732,4.30,USD,1,,
1733,3.50,USD,1,,
1734,2.55,USD,1,,
1735,7.55,USD,1,,
1736,4.20,USD,1,,
1737,4.20,USD,1,,
1738,4.20,USD,1,,
1739,4.20,USD,1,,
1740,4.55,USD,1,,
1741,4.65,USD,1,,
1742,5.00,USD,1,,
1743,5.20,USD,1,,
1744,5.45,USD,1,,
1745,10.80,USD,1,,
1746,6.55,USD,1,,
1747,7.45,USD,1,,
1748,7.80,USD,1,,
1749,6.65,USD,1,,
1750,7.50,USD,1,,
1751,5.15,USD,1,,
1752,5.70,USD,1,,
1753,11.80,USD,1,,
1754,6.15,USD,1,,
1755,7.85,USD,1,,
1756,6.15,USD,1,,
1757,5.90,USD,1,,
1758,5.70,USD,1,,
1759,5.40,USD,1,,
1760,5.30,USD,1,,
1761,5.10,USD,1,,
1762,4.80,USD,1,,
1763,4.50,USD,1,,
1764,4.50,USD,1,,
1765,4.50,USD,1,,
1766,5.10,USD,1,,
1767,5.50,USD,1,,
1768,5.95,USD,1,,
1769,6.25,USD,1,,
1770,6.65,USD,1,,
1771,7.00,USD,1,,
1772,7.65,USD,1,,
1773,8.10,USD,1,,
1774,6.65,USD,1,,
1775,8.10,USD,1,,
1776,8.60,USD,1,,
1777,7.95,USD,1,,
1778,4.75,USD,1,,
1779,7.70,USD,1,,
1780,7.15,USD,1,,
1781,6.95,USD,1,,
1782,6.50,USD,1,,
1783,5.95,USD,1,,
1784,5.10,USD,1,,
1785,4.20,USD,1,,
1786,7.55,USD,1,,
1787,2.55,USD,1,,
1788,2.55,USD,1,,
1789,2.55,USD,1,,
1790,2.55,USD,1,,
1791,2.55,USD,1,,
1792,2.55,USD,1,,
1793,2.55,USD,1,,
1794,4.30,USD,1,,
1795,13.45,USD,1,,
1796,8.70,USD,1,,
1797,9.65,USD,1,,
1798,9.95,USD,1,,
1799,8.85,USD,1,,
1800,9.65,USD,1,,
1801,5.15,USD,1,,
1802,5.70,USD,1,,
1803,11.80,USD,1,,
1804,6.15,USD,1,,
1805,7.85,USD,1,,
1806,6.15,USD,1,,
1807,5.90,USD,1,,
1808,5.70,USD,1,,
1809,5.40,USD,1,,
1810,5.30,USD,1,,
1811,5.10,USD,1,,
1812,4.80,USD,1,,
1813,4.50,USD,1,,
1814,4.50,USD,1,,
1815,4.50,USD,1,,
1816,5.10,USD,1,,
1817,5.50,USD,1,,
1818,5.95,USD,1,,
1819,6.25,USD,1,,
1820,6.65,USD,1,,
1821,7.00,USD,1,,
1822,7.65,USD,1,,
1823,8.10,USD,1,,
1824,6.65,USD,1,,
1825,8.10,USD,1,,
1826,8.60,USD,1,,
1827,7.95,USD,1,,
1828,4.75,USD,1,,
1829,7.70,USD,1,,
1830,7.15,USD,1,,
1831,6.95,USD,1,,
1832,6.50,USD,1,,
1833,5.95,USD,1,,
1834,5.10,USD,1,,
1835,4.20,USD,1,,
1836,2.55,USD,1,,
1837,7.55,USD,1,,
1838,2.55,USD,1,,
1839,2.55,USD,1,,
1840,2.55,USD,1,,
1841,2.55,USD,1,,
1842,2.55,USD,1,,
1843,2.55,USD,1,,
1844,4.30,USD,1,,
1845,13.45,USD,1,,
1846,8.70,USD,1,,
1847,9.65,USD,1,,
1848,9.95,USD,1,,
1849,8.85,USD,1,,
1850,9.65,USD,1,,
1851,5.15,USD,1,,
1852,5.70,USD,1,,
1853,11.80,USD,1,,
1854,6.15,USD,1,,
1855,7.85,USD,1,,
1856,6.15,USD,1,,
1857,5.90,USD,1,,
1858,5.70,USD,1,,
1859,5.40,USD,1,,
1860,5.30,USD,1,,
1861,5.10,USD,1,,
1862,4.80,USD,1,,
1863,4.50,USD,1,,
1864,4.50,USD,1,,
1865,4.50,USD,1,,
1866,5.10,USD,1,,
1867,5.50,USD,1,,
1868,5.95,USD,1,,
1869,6.25,USD,1,,
1870,6.65,USD,1,,
1871,7.00,USD,1,,
1872,7.65,USD,1,,
1873,8.10,USD,1,,
1874,6.65,USD,1,,
1875,8.10,USD,1,,
1876,8.60,USD,1,,
1877,7.95,USD,1,,
1878,4.75,USD,1,,
1879,7.70,USD,1,,
1880,7.15,USD,1,,
1881,6.95,USD,1,,
1882,6.50,USD,1,,
1883,5.95,USD,1,,
1884,5.10,USD,1,,
1885,4.20,USD,1,,
1886,2.55,USD,1,,
1887,2.55,USD,1,,
1888,7.55,USD,1,,
1889,2.55,USD,1,,
1890,2.55,USD,1,,
1891,2.55,USD,1,,
1892,2.55,USD,1,,
1893,2.55,USD,1,,
1894,4.30,USD,1,,
1895,13.45,USD,1,,
1896,8.70,USD,1,,
1897,9.65,USD,1,,
1898,9.95,USD,1,,
1899,8.85,USD,1,,
1900,9.65,USD,1,,
1901,5.15,USD,1,,
1902,5.70,USD,1,,
1903,11.80,USD,1,,
1904,6.15,USD,1,,
1905,7.85,USD,1,,
1906,6.15,USD,1,,
1907,5.90,USD,1,,
1908,5.70,USD,1,,
1909,5.40,USD,1,,
1910,5.30,USD,1,,
1911,5.10,USD,1,,
1912,4.80,USD,1,,
1913,4.50,USD,1,,
1914,4.50,USD,1,,
1915,4.50,USD,1,,
1916,5.10,USD,1,,
1917,5.50,USD,1,,
1918,5.95,USD,1,,
1919,6.25,USD,1,,
1920,6.65,USD,1,,
1921,7.00,USD,1,,
1922,7.65,USD,1,,
1923,8.10,USD,1,,
1924,6.65,USD,1,,
1925,8.10,USD,1,,
1926,8.60,USD,1,,
1927,7.95,USD,1,,
1928,4.75,USD,1,,
1929,7.70,USD,1,,
1930,7.15,USD,1,,
1931,6.95,USD,1,,
1932,6.50,USD,1,,
1933,5.95,USD,1,,
1934,5.10,USD,1,,
1935,4.20,USD,1,,
1936,2.55,USD,1,,
1937,2.55,USD,1,,
1938,2.55,USD,1,,
1939,7.55,USD,1,,
1940,2.55,USD,1,,
1941,2.55,USD,1,,
1942,2.55,USD,1,,
1943,2.55,USD,1,,
1944,4.30,USD,1,,
1945,13.45,USD,1,,
1946,8.70,USD,1,,
1947,9.65,USD,1,,
1948,9.95,USD,1,,
1949,8.85,USD,1,,
1950,9.65,USD,1,,
1951,4.95,USD,1,,
1952,5.45,USD,1,,
1953,11.70,USD,1,,
1954,6.05,USD,1,,
1955,7.95,USD,1,,
1956,6.25,USD,1,,
1957,6.00,USD,1,,
1958,5.75,USD,1,,
1959,5.50,USD,1,,
1960,5.45,USD,1,,
1961,5.35,USD,1,,
1962,5.00,USD,1,,
1963,4.75,USD,1,,
1964,4.75,USD,1,,
1965,4.75,USD,1,,
1966,5.35,USD,1,,
1967,5.65,USD,1,,
1968,6.05,USD,1,,
1969,6.35,USD,1,,
1970,6.75,USD,1,,
1971,7.10,USD,1,,
1972,7.75,USD,1,,
1973,8.20,USD,1,,
1974,6.70,USD,1,,
1975,8.20,USD,1,,
1976,8.70,USD,1,,
1977,8.05,USD,1,,
1978,4.55,USD,1,,
1979,7.80,USD,1,,
1980,7.25,USD,1,,
1981,7.05,USD,1,,
1982,6.55,USD,1,,
1983,6.05,USD,1,,
1984,5.30,USD,1,,
1985,4.55,USD,1,,
1986,2.55,USD,1,,
1987,2.55,USD,1,,
1988,2.55,USD,1,,
1989,2.55,USD,1,,
1990,7.55,USD,1,,
1991,2.55,USD,1,,
1992,2.55,USD,1,,
1993,2.55,USD,1,,
1994,4.05,USD,1,,
1995,13.60,USD,1,,
1996,8.75,USD,1,,
1997,9.70,USD,1,,
1998,10.05,USD,1,,
1999,8.95,USD,1,,
2000,9.75,USD,1,,
2001,4.80,USD,1,,
2002,5.30,USD,1,,
2003,11.60,USD,1,,
2004,6.00,USD,1,,
2005,8.05,USD,1,,
2006,6.35,USD,1,,
2007,6.05,USD,1,,
2008,5.85,USD,1,,
2009,5.60,USD,1,,
2010,5.50,USD,1,,
2011,5.40,USD,1,,
2012,5.15,USD,1,,
2013,4.90,USD,1,,
2014,4.90,USD,1,,
2015,4.90,USD,1,,
2016,5.50,USD,1,,
2017,5.75,USD,1,,
2018,6.10,USD,1,,
2019,6.40,USD,1,,
2020,6.80,USD,1,,
2021,7.20,USD,1,,
2022,7.85,USD,1,,
2023,8.25,USD,1,,
2024,6.80,USD,1,,
2025,8.25,USD,1,,
2026,8.80,USD,1,,
2027,8.10,USD,1,,
2028,4.40,USD,1,,
2029,7.85,USD,1,,
2030,7.30,USD,1,,
2031,7.10,USD,1,,
2032,6.65,USD,1,,
2033,6.15,USD,1,,
2034,5.40,USD,1,,
2035,4.65,USD,1,,
2036,2.55,USD,1,,
2037,2.55,USD,1,,
2038,2.55,USD,1,,
2039,2.55,USD,1,,
2040,2.55,USD,1,,
2041,7.55,USD,1,,
2042,2.55,USD,1,,
2043,2.55,USD,1,,
2044,4.05,USD,1,,
2045,13.65,USD,1,,
2046,8.85,USD,1,,
2047,9.80,USD,1,,
2048,10.10,USD,1,,
2049,9.00,USD,1,,
2050,9.85,USD,1,,
2051,4.45,USD,1,,
2052,5.00,USD,1,,
2053,11.25,USD,1,,
2054,5.65,USD,1,,
2055,8.25,USD,1,,
2056,6.50,USD,1,,
2057,6.25,USD,1,,
2058,6.05,USD,1,,
2059,5.80,USD,1,,
2060,5.70,USD,1,,
2061,5.60,USD,1,,
2062,5.45,USD,1,,
2063,5.20,USD,1,,
